price,location,land_area,no_of_flat,no_of_bedroom,no_of_bathroom,no_of_livingroom,no_of_kitchen,furnishing,facing,road_size
Rs. 8 Cr. (Negotiable),Location: Tokha Dhapasi Height ,Land Area: 7.5 aana ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,20/22 Feet 
Rs. 8 Cr. (Negotiable),Location: Tokha Dhapasi Height ,Land Area: 7.5 aana ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,20/22 Feet 
Rs. 0 (Negotiable),Location: Nagarjun Bafal ,Land Area: 0-5-0-0 ,Floors: 3.5 ,Bedrooms: 14 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East/West Faced ,16 Feet 
Rs. 0 (Negotiable),Location: Nagarjun Bafal ,Land Area: 0-5-0-0 ,Floors: 3.5 ,Bedrooms: 14 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East/West Faced ,16 Feet 
Rs. 2 Crore 95 Lakh (Negotiable),Location: Gothatar Mantaar Chwok ,Land Area: 3 Aana 2 Paisa ,Floors: 3.5 ,Bedrooms: 5 ,Bathrooms: 5 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: East faced ,20 Feet 
Rs. 2 Crore 95 Lakh (Negotiable),Location: Gothatar Mantaar Chwok ,Land Area: 3 Aana 2 Paisa ,Floors: 3.5 ,Bedrooms: 5 ,Bathrooms: 5 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: East faced ,20 Feet 
Rs. 3 Crore 35 Lakh (Negotiable),Location: Imadol Nagarpalika ,Land Area: 4 Aana 2 Daam ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East faced ,13 Feet 
Rs. 3 Crore 35 Lakh (Negotiable),Location: Imadol Nagarpalika ,Land Area: 4 Aana 2 Daam ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East faced ,13 Feet 
Rs. 3 Crore 80 Lakh (Negotiable),Location: Hattiban ,Land Area: 4 Aana 2 Paisa Above ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 5 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: East/West Faced ,20 Feet 
Rs. 3 Crore 80 Lakh (Negotiable),Location: Hattiban ,Land Area: 4 Aana 2 Paisa Above ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 5 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: East/West Faced ,20 Feet 
Rs. 2 Crore 70 Lakh (Negotiable),Location: Dadhikot Aranikohighway ,Land Area: 4 Aana ,Floors: 0 ,Bedrooms: 0 ,Bathrooms: 0 ,Living rooms: 0 ,Kitchens: 0 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. 2 Crore 70 Lakh (Negotiable),Location: Dadhikot Aranikohighway ,Land Area: 4 Aana ,Floors: 0 ,Bedrooms: 0 ,Bathrooms: 0 ,Living rooms: 0 ,Kitchens: 0 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. 2 Crore 55 Lakh (Negotiable),Location: Gokarneshwor Talinchwok ,Land Area: 0-3-2-1 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: North Faced ,11 Feet 
Rs. 2 Crore 55 Lakh (Negotiable),Location: Gokarneshwor Talinchwok ,Land Area: 0-3-2-1 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: North Faced ,11 Feet 
Rs. 3 Crore 10 Lakh (Negotiable),Location: Mahalaxmi Imadol Nayabasti ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East & North Faced ,13 Feet 
Rs. 3 Crore 10 Lakh (Negotiable),Location: Mahalaxmi Imadol Nayabasti ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East & North Faced ,13 Feet 
Rs. 2 Crore 35 Lakh (Negotiable),Location: Kathmandu Budhanilkantha Kapan ,Land Area: 3 Aana ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: North Faced ,15 Feet 
Rs. 2 Crore 35 Lakh (Negotiable),Location: Kathmandu Budhanilkantha Kapan ,Land Area: 3 Aana ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: North Faced ,15 Feet 
Rs. 2 Crore 10 Lakh (Negotiable),Location: Bhaktupur Darjalinghight ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East faced ,20 Feet 
Rs. 2 Crore 10 Lakh (Negotiable),Location: Bhaktupur Darjalinghight ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East faced ,20 Feet 
Rs. 3 Crore 30 Lakh (Negotiable),Location: Thali ,Land Area: 0-4-1-0 ,Floors: 2.5 ,Bedrooms: 3 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: West&North ,20 Feet 
Rs. 3 Crore 30 Lakh (Negotiable),Location: Thali ,Land Area: 0-4-1-0 ,Floors: 2.5 ,Bedrooms: 3 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: West&North ,20 Feet 
Rs. 0 (Negotiable),Location: Makalbari Buspark ,Land Area: 0-3-0-0 ,Floors: 3 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: East faced ,16 Feet 
Rs. 0 (Negotiable),Location: Makalbari Buspark ,Land Area: 0-3-0-0 ,Floors: 3 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: East faced ,16 Feet 
Rs. 2 Crore 30 Lakh (Negotiable),Location: Kapan ,Land Area: 0-2-3-3 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East/South faced ,8/3 Feet 
Rs. 2 Crore 30 Lakh (Negotiable),Location: Kapan ,Land Area: 0-2-3-3 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East/South faced ,8/3 Feet 
Rs. 0 (Negotiable),Location: Tikathali Buddhacolony ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,13 Feet 
Rs. 0 (Negotiable),Location: Tikathali Buddhacolony ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,13 Feet 
Rs. 2 Crore 60 Lakh (Negotiable),Location: Thulobharyang ,Land Area: 0-3-1-1 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. 2 Crore 60 Lakh (Negotiable),Location: Thulobharyang ,Land Area: 0-3-1-1 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. 0 (Negotiable),Location: Jhaukhel ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 1 ,Furnishing Type: Not Furnishing ,Face Towards: East/North Faced ,32/13 feet 
Rs. 0 (Negotiable),Location: Jhaukhel ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 1 ,Furnishing Type: Not Furnishing ,Face Towards: East/North Faced ,32/13 feet 
Rs. 2 Crore 10 Lakh (Negotiable),Location: Manamaiju ,Land Area: 0-3-0-2 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: South Faced ,10 Feet 
Rs. 2 Crore 10 Lakh (Negotiable),Location: Manamaiju ,Land Area: 0-3-0-2 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: South Faced ,10 Feet 
Rs. 2 Crore 60 Lakh (Negotiable),Location: Thaiba ,Land Area: 0-4-0-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East ,16 Feet 
Rs. 2 Crore 60 Lakh (Negotiable),Location: Thaiba ,Land Area: 0-4-0-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East ,16 Feet 
Rs. 2 Crore 10 Lakh (Negotiable),Location: Lubhu ,Land Area: 0-3-0-2 ,Floors: 3 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: North Faced ,20 Feet 
Rs. 2 Crore 10 Lakh (Negotiable),Location: Lubhu ,Land Area: 0-3-0-2 ,Floors: 3 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: North Faced ,20 Feet 
Rs. 2 Crore 70 Lakh (Negotiable),Location: Thecho ,Land Area: 0-3-3-0 ,Floors: 3 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Not Furnishing ,Face Towards: West Feced ,13 Feet 
Rs. 2 Crore 70 Lakh (Negotiable),Location: Thecho ,Land Area: 0-3-3-0 ,Floors: 3 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Not Furnishing ,Face Towards: West Feced ,13 Feet 
Rs. 15 Cr (Negotiable),Location: Thamel ,Land Area: 0-3-2-3 ,Floors: 5 ,Bedrooms: 12 ,Bathrooms: 4 ,Living rooms: 4 ,Kitchens: 4 ,Furnishing Type: Not Furnished ,Face Towards: West Faced ,18 Feet Pich 
Rs. 15 Cr (Negotiable),Location: Thamel ,Land Area: 0-3-2-3 ,Floors: 5 ,Bedrooms: 12 ,Bathrooms: 4 ,Living rooms: 4 ,Kitchens: 4 ,Furnishing Type: Not Furnished ,Face Towards: West Faced ,18 Feet Pich 
Rs. 2 Crore 70 Lakh (Negotiable),Location: Imadol Down Town ,Land Area: 0-3-2-2 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: North/West Faced ,18 Feet 
Rs. 2 Crore 70 Lakh (Negotiable),Location: Imadol Down Town ,Land Area: 0-3-2-2 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: North/West Faced ,18 Feet 
Rs. 1 Crore 80 Lakh (Negotiable),Location: Matatirtha Khusikhusi Chowk ,Land Area: 0-3-1-2 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South/East Faced ,10 Feet 
Rs. 1 Crore 80 Lakh (Negotiable),Location: Matatirtha Khusikhusi Chowk ,Land Area: 0-3-1-2 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South/East Faced ,10 Feet 
Rs. 2 Crore 68 Lakh (Negotiable),Location: Ochu height Imadole ,Land Area: 0-3-2-2 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,12 Feet 
Rs. 2 Crore 68 Lakh (Negotiable),Location: Ochu height Imadole ,Land Area: 0-3-2-2 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,12 Feet 
Rs. 2 Crore 60 Lakh (Negotiable),Location: Ochu Height ABC Tol ,Land Area: 0-3-3-2 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East/South Faced ,13 Feet 
Rs. 2 Crore 60 Lakh (Negotiable),Location: Ochu Height ABC Tol ,Land Area: 0-3-3-2 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East/South Faced ,13 Feet 
Rs. 1 Crore 60 Lakh (Negotiable),Location: Gokarna Bhairabchaur ,Land Area: 0-4-0-0 ,Floors: 4 ,Bedrooms: 7 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 4 ,Furnishing Type: Not Furnishing ,Face Towards: East Faced ,10 Feet 
Rs. 1 Crore 60 Lakh (Negotiable),Location: Gokarna Bhairabchaur ,Land Area: 0-4-0-0 ,Floors: 4 ,Bedrooms: 7 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 4 ,Furnishing Type: Not Furnishing ,Face Towards: East Faced ,10 Feet 
Rs. 3 Crore 10 Lakh (Negotiable),Location: Baluwakhani ,Land Area: 0-4-3-3 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 7 ,Living rooms: 3 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,10 Feet 
Rs. 3 Crore 10 Lakh (Negotiable),Location: Baluwakhani ,Land Area: 0-4-3-3 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 7 ,Living rooms: 3 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,10 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Thaiba ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 0 ,Kitchens: 1 ,Furnishing Type: Not Furnishing ,Face Towards: North/West Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Thaiba ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 0 ,Kitchens: 1 ,Furnishing Type: Not Furnishing ,Face Towards: North/West Faced ,13 Feet 
Rs. 2 Crore 95 Lakh (Negotiable),Location: Imadol Timalsina Chowk ,Land Area: 0-3-2-3 ,Floors: 2.5 ,Bedrooms: 8 ,Bathrooms: 3 ,Living rooms: 0 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: North/East Faced ,13 Feet 
Rs. 2 Crore 95 Lakh (Negotiable),Location: Imadol Timalsina Chowk ,Land Area: 0-3-2-3 ,Floors: 2.5 ,Bedrooms: 8 ,Bathrooms: 3 ,Living rooms: 0 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: North/East Faced ,13 Feet 
Rs. 3 Crore 25 Lakh (Negotiable),Location: Thali Bazar ,Land Area: 0-4-0-2 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,13 Feet 
Rs. 3 Crore 25 Lakh (Negotiable),Location: Thali Bazar ,Land Area: 0-4-0-2 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 75 Lakh (Negotiable),Location: Sital Height Sital Marga ,Land Area: 0-3-1-3 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. 2 Crore 75 Lakh (Negotiable),Location: Sital Height Sital Marga ,Land Area: 0-3-1-3 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. 1 Crore 80 Lakh (Negotiable),Location: Duwakot Besi ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: East/South Faced ,13 Feet 
Rs. 1 Crore 80 Lakh (Negotiable),Location: Duwakot Besi ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: East/South Faced ,13 Feet 
Rs. 3 Crore 20 Lakh (Negotiable),Location: Birendra Chowk ,Land Area: 0-4-1-0 ,Floors: 4 ,Bedrooms: 12 ,Bathrooms: 8 ,Living rooms: 2 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: South/South ,30 Feet 
Rs. 3 Crore 20 Lakh (Negotiable),Location: Birendra Chowk ,Land Area: 0-4-1-0 ,Floors: 4 ,Bedrooms: 12 ,Bathrooms: 8 ,Living rooms: 2 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: South/South ,30 Feet 
Rs. 2 Crore 30 Lakh (Negotiable),Location: Tikathali ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 30 Lakh (Negotiable),Location: Tikathali ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Bansthali ,Land Area: 7.75 ,Floors: 4 ,Bedrooms: 14 ,Bathrooms: 9 ,Living rooms: 1 ,Kitchens: 4 ,Furnishing Type: Semi Furnishing ,Face Towards: East/West Faced ,12 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Bansthali ,Land Area: 7.75 ,Floors: 4 ,Bedrooms: 14 ,Bathrooms: 9 ,Living rooms: 1 ,Kitchens: 4 ,Furnishing Type: Semi Furnishing ,Face Towards: East/West Faced ,12 Feet 
Rs. 1 Crore 55 Lakh (Negotiable),Location: Gothatar ,Land Area: 0-3-0-0 ,Floors: 1 ,Bedrooms: 2 ,Bathrooms: 1 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,20 Feet 
Rs. 1 Crore 55 Lakh (Negotiable),Location: Gothatar ,Land Area: 0-3-0-0 ,Floors: 1 ,Bedrooms: 2 ,Bathrooms: 1 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,20 Feet 
Rs. 2 Crore (Negotiable),Location: Kavresthali Karkithok ,Land Area: 0-6-0-3 ,Floors: 1 ,Bedrooms: 2 ,Bathrooms: 1 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,22 Feet 
Rs. 2 Crore (Negotiable),Location: Kavresthali Karkithok ,Land Area: 0-6-0-3 ,Floors: 1 ,Bedrooms: 2 ,Bathrooms: 1 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,22 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Deuba Chowk ,Land Area: 0-8-0-0 ,Floors: 4 ,Bedrooms: 6 ,Bathrooms: 7 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: North Faced ,26 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Deuba Chowk ,Land Area: 0-8-0-0 ,Floors: 4 ,Bedrooms: 6 ,Bathrooms: 7 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: North Faced ,26 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Bhaisepati ,Land Area: 0-8-0-0 ,Floors: 4 ,Bedrooms: 27 ,Bathrooms: 9 ,Living rooms: 4 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: North Faced ,11 Miter 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Bhaisepati ,Land Area: 0-8-0-0 ,Floors: 4 ,Bedrooms: 27 ,Bathrooms: 9 ,Living rooms: 4 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: North Faced ,11 Miter 
Rs. 2 Crore 75 Lakh (Negotiable),Location: Tallo Bhangal Sundarbasti ,Land Area: 0-3-3-1 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 6 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 75 Lakh (Negotiable),Location: Tallo Bhangal Sundarbasti ,Land Area: 0-3-3-1 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 6 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 25 Lakh (Negotiable),Location: Sanagaun Siddhipur ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 25 Lakh (Negotiable),Location: Sanagaun Siddhipur ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: East Faced ,13 Feet 
Rs. 1 Crore 80 Lakh (Negotiable),Location: Raniban ,Land Area: 0-3-0-0 ,Floors: 3 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Not Furnishing ,Face Towards: East Faced ,10 Feet 
Rs. 1 Crore 80 Lakh (Negotiable),Location: Raniban ,Land Area: 0-3-0-0 ,Floors: 3 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Not Furnishing ,Face Towards: East Faced ,10 Feet 
Rs. 2 Crore 15 Lakh (Negotiable),Location: Binayak Tol ,Land Area: 0-2-3-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 15 Lakh (Negotiable),Location: Binayak Tol ,Land Area: 0-2-3-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Jorpati Dakshindhoka ,Land Area: 0-4-0-0 ,Floors: 0 ,Bedrooms: 0 ,Bathrooms: 0 ,Living rooms: 0 ,Kitchens: 0 ,Furnishing Type: Not Furnishing ,Face Towards: East Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Jorpati Dakshindhoka ,Land Area: 0-4-0-0 ,Floors: 0 ,Bedrooms: 0 ,Bathrooms: 0 ,Living rooms: 0 ,Kitchens: 0 ,Furnishing Type: Not Furnishing ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 65 Lakh (Negotiable),Location: Kharibot Chowk ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,13 Feet 
Rs. 2 Crore 65 Lakh (Negotiable),Location: Kharibot Chowk ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,13 Feet 
Rs. 2 Crore 25 Lakh (Negotiable),Location: Tikathali ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: West Faced ,20 Feet 
Rs. 2 Crore 25 Lakh (Negotiable),Location: Tikathali ,Land Area: 0-3-0-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: West Faced ,20 Feet 
Rs. 2 Crore 90 Lakh (Negotiable),Location: Hattidada ,Land Area: 0-3-0-1 ,Floors: 3.5 ,Bedrooms: 6 ,Bathrooms: 5 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: West Feced ,16 Feet 
Rs. 2 Crore 90 Lakh (Negotiable),Location: Hattidada ,Land Area: 0-3-0-1 ,Floors: 3.5 ,Bedrooms: 6 ,Bathrooms: 5 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: West Feced ,16 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Ekantakuna ,Land Area: 0-5-2-0 ,Floors: 4.5 ,Bedrooms: 10 ,Bathrooms: 5 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,26 Feet 
