price,location,land_area,no_of_flat,no_of_bedroom,no_of_bathroom,no_of_livingroom,no_of_kitchen,furnishing,facing,road_size
Rs. 7 Crore 25 Lakh (Negotiable),Location: Dhapasi Height ,Land Area: 0-7-2-0 ,Floors: 3.5 ,Bedrooms: 9 ,Bathrooms: 7 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: East/South & North faced ,32 Feet 
Rs. 7 Crore 25 Lakh (Negotiable),Location: Dhapasi Height ,Land Area: 0-7-2-0 ,Floors: 3.5 ,Bedrooms: 9 ,Bathrooms: 7 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: East/South & North faced ,32 Feet 
Rs. 0 (Negotiable),Location: Bhangal Height ,Land Area: 0-4-0-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 5 ,Living rooms: 3 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: North Faced ,13 Feet 
Rs. 0 (Negotiable),Location: Bhangal Height ,Land Area: 0-4-0-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 5 ,Living rooms: 3 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: North Faced ,13 Feet 
Rs. 3 Crore 60 Lakh (Negotiable),Location: Pepsicola ,Land Area: 0-3-1-0 ,Floors: 4.5 ,Bedrooms: 7 ,Bathrooms: 4 ,Living rooms: 4 ,Kitchens: 3 ,Furnishing Type: Not Furnishing ,Face Towards: East faced ,13 Feet 
Rs. 3 Crore 60 Lakh (Negotiable),Location: Pepsicola ,Land Area: 0-3-1-0 ,Floors: 4.5 ,Bedrooms: 7 ,Bathrooms: 4 ,Living rooms: 4 ,Kitchens: 3 ,Furnishing Type: Not Furnishing ,Face Towards: East faced ,13 Feet 
Rs. 3 Crore 25 Lakh (Negotiable),Location: Tokha Dhaneshwor ,Land Area: 0-3-2-0 ,Floors: 3 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 2 ,Furnishing Type: Fully Furnished ,Face Towards: West Faced ,10 Feet 
Rs. 3 Crore 25 Lakh (Negotiable),Location: Tokha Dhaneshwor ,Land Area: 0-3-2-0 ,Floors: 3 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 2 ,Furnishing Type: Fully Furnished ,Face Towards: West Faced ,10 Feet 
Rs. 2 Crore 85 Lakh (Negotiable),Location: Mahalaxmi Siddartha Tole ,Land Area: 0-3-1-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East faced ,20 Feet 
Rs. 2 Crore 85 Lakh (Negotiable),Location: Mahalaxmi Siddartha Tole ,Land Area: 0-3-1-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East faced ,20 Feet 
Rs. 3 Crore 50 Lakh (Negotiable),Location: Sitapakha ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Fully Furnished ,"Face Towards: East,South faced ",23/13 Feet 
Rs. 3 Crore 50 Lakh (Negotiable),Location: Sitapakha ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Fully Furnished ,"Face Towards: East,South faced ",23/13 Feet 
Rs. 3 Crore 95 Lakh (Negotiable),Location: Kalanki ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Fully Furnished ,Face Towards: West Faced ,10 Feet 
Rs. 3 Crore 95 Lakh (Negotiable),Location: Kalanki ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Fully Furnished ,Face Towards: West Faced ,10 Feet 
Rs. 7 Crore 25 Lakh (Negotiable),Location: Bansthali ,Land Area: 0-7-1-1 ,Floors: 3.5 ,Bedrooms: 0 ,Bathrooms: 0 ,Living rooms: 0 ,Kitchens: 0 ,Furnishing Type: Not Furnishing ,Face Towards: East faced ,30 Feet 
Rs. 7 Crore 25 Lakh (Negotiable),Location: Bansthali ,Land Area: 0-7-1-1 ,Floors: 3.5 ,Bedrooms: 0 ,Bathrooms: 0 ,Living rooms: 0 ,Kitchens: 0 ,Furnishing Type: Not Furnishing ,Face Towards: East faced ,30 Feet 
Rs. 2 Crore 65 Lakh (Negotiable),Location: Gothatar ,Land Area: 0-3-2-2 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,16 Feet 
Rs. 2 Crore 65 Lakh (Negotiable),Location: Gothatar ,Land Area: 0-3-2-2 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,16 Feet 
Rs. 1 Crore 25 Lakh (Negotiable),Location: Chagunarayan Duwakot ,Land Area: 0-3-0-0 ,Floors: 1 ,Bedrooms: 2 ,Bathrooms: 1 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,20 Feet 
Rs. 1 Crore 25 Lakh (Negotiable),Location: Chagunarayan Duwakot ,Land Area: 0-3-0-0 ,Floors: 1 ,Bedrooms: 2 ,Bathrooms: 1 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,20 Feet 
Rs. 3 Crore 95 Lakh (Negotiable),Location:  ,Land Area: 0-4-1-1 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,30 Feet 
Rs. 3 Crore 95 Lakh (Negotiable),Location:  ,Land Area: 0-4-1-1 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,30 Feet 
Rs. 2 Crore (Negotiable),Location: Kadaghari Sankat Mochan Marga ,Land Area: 0-2-2-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South & East Faced ,10 Feet 
Rs. 2 Crore (Negotiable),Location: Kadaghari Sankat Mochan Marga ,Land Area: 0-2-2-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South & East Faced ,10 Feet 
Rs. 3 Crore (Negotiable),Location: Har har mahadev ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 5 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East/South faced ,13 Feet 
Rs. 3 Crore (Negotiable),Location: Har har mahadev ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 5 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East/South faced ,13 Feet 
Rs. 2 Crore 20 Lakh (Negotiable),Location: Dharmasthali ,Land Area: 0-4-0-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,13 Feet 
Rs. 2 Crore 20 Lakh (Negotiable),Location: Dharmasthali ,Land Area: 0-4-0-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,13 Feet 
Rs. 2 Crore 25 Lakh (Negotiable),Location: Satungal Namuna Basti ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Fully Furnished ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 25 Lakh (Negotiable),Location: Satungal Namuna Basti ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Fully Furnished ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 50 Lakh (Negotiable),Location: Dhapakhel Nagdaha ,Land Area: 0-4-4-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 1 ,Furnishing Type: Fully Furnished ,Face Towards: South Faced ,18 Feet 
Rs. 2 Crore 50 Lakh (Negotiable),Location: Dhapakhel Nagdaha ,Land Area: 0-4-4-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 1 ,Furnishing Type: Fully Furnished ,Face Towards: South Faced ,18 Feet 
Rs. 3 Crore 50 Lakh (Negotiable),Location: Mahankal Panitanki ,Land Area: 0-4-0-2 ,Floors: 4 ,Bedrooms: 4 ,Bathrooms: 5 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Not Furnishing ,Face Towards: East faced ,13 Feet 
Rs. 3 Crore 50 Lakh (Negotiable),Location: Mahankal Panitanki ,Land Area: 0-4-0-2 ,Floors: 4 ,Bedrooms: 4 ,Bathrooms: 5 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Not Furnishing ,Face Towards: East faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Daxindhoka Jorpati ,Land Area: 5 Aana ,Floors: 3.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: East & West Faced ,24/18/16 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Daxindhoka Jorpati ,Land Area: 5 Aana ,Floors: 3.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 1 ,Furnishing Type: Semi Furnished ,Face Towards: East & West Faced ,24/18/16 Feet 
Rs. 0 (Negotiable),Location: Mahalaxmi Krishna mandir ,Land Area: 0-3-2-3 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: East/South faced ,13 Feet 
Rs. 0 (Negotiable),Location: Mahalaxmi Krishna mandir ,Land Area: 0-3-2-3 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: East/South faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Kausaltar Dafetole ,Land Area: 0-3-1-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Kausaltar Dafetole ,Land Area: 0-3-1-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. 4 Crore 75 Lakh (Negotiable),Location: Kalanki LRI ,Land Area: 0-7-3-1 ,Floors: 3.5 ,Bedrooms: 9 ,Bathrooms: 4 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: East faced ,13 Feet 
Rs. 4 Crore 75 Lakh (Negotiable),Location: Kalanki LRI ,Land Area: 0-7-3-1 ,Floors: 3.5 ,Bedrooms: 9 ,Bathrooms: 4 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: East faced ,13 Feet 
Rs. 3 Crore 90 Lakh (Negotiable),Location: Kirtipur Shivanagar ,Land Area: 4 Aana 3 Paisa ,Floors: 3.5 ,Bedrooms: 8 ,Bathrooms: 4 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,13 Feet 
Rs. 3 Crore 90 Lakh (Negotiable),Location: Kirtipur Shivanagar ,Land Area: 4 Aana 3 Paisa ,Floors: 3.5 ,Bedrooms: 8 ,Bathrooms: 4 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Kalanki ,Land Area: 8 Aana ,Floors: 2.5 ,Bedrooms: 10 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East/South faced ,14/8 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Kalanki ,Land Area: 8 Aana ,Floors: 2.5 ,Bedrooms: 10 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East/South faced ,14/8 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Mahalaxmi Golbhatta ,Land Area: 0-3-0-1 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Mahalaxmi Golbhatta ,Land Area: 0-3-0-1 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Aakasedhara Kapan ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Aakasedhara Kapan ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 4 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,13 Feet 
Rs. 2 Crore 50 Lakh (Negotiable),Location: Tokha Grande Jhundol ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,16 Feet 
Rs. 2 Crore 50 Lakh (Negotiable),Location: Tokha Grande Jhundol ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 2 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,16 Feet 
Rs. 3 Crore 35 Lakh (Negotiable),Location: Kathmandu Manamaiju ,Land Area: 4 Aana 2 Paisa 1 daam ,Floors: 3 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: East/South faced ,13 Feet 
Rs. 3 Crore 35 Lakh (Negotiable),Location: Kathmandu Manamaiju ,Land Area: 4 Aana 2 Paisa 1 daam ,Floors: 3 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: East/South faced ,13 Feet 
Rs. 0 (Negotiable),Location: Kathmandu Soyambhu Chamati ,Land Area: 4 Aana ,Floors: 5.5 ,Bedrooms: 12 ,Bathrooms: 6 ,Living rooms: 2 ,Kitchens: 5 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,26 Feet 
Rs. 0 (Negotiable),Location: Kathmandu Soyambhu Chamati ,Land Area: 4 Aana ,Floors: 5.5 ,Bedrooms: 12 ,Bathrooms: 6 ,Living rooms: 2 ,Kitchens: 5 ,Furnishing Type: Semi Furnished ,Face Towards: South Faced ,26 Feet 
Rs. 3 Crore 10 Lakh (Negotiable),Location: Kathmandu Kageshwori Manohara Buddhachwok ,Land Area: 4 Aana ,Floors: 4 ,Bedrooms: 10 ,Bathrooms: 4 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: North Faced ,13 Feet 
Rs. 3 Crore 10 Lakh (Negotiable),Location: Kathmandu Kageshwori Manohara Buddhachwok ,Land Area: 4 Aana ,Floors: 4 ,Bedrooms: 10 ,Bathrooms: 4 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnished ,Face Towards: North Faced ,13 Feet 
Rs. 5 Crore 50 Lakh (Negotiable),Location: Nakhipot Bishalchwok ,Land Area: 0-3-2-0 ,Floors:  ,Bedrooms: 7 ,Bathrooms: 5 ,Living rooms: 4 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: West Feced ,22 Feet 
Rs. 5 Crore 50 Lakh (Negotiable),Location: Nakhipot Bishalchwok ,Land Area: 0-3-2-0 ,Floors:  ,Bedrooms: 7 ,Bathrooms: 5 ,Living rooms: 4 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: West Feced ,22 Feet 
Rs. 2 Crore 65 Lakh (Negotiable),Location: Duwakot Kmc Chowk ,Land Area: 0-4-1-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 2 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: North/East Faced ,16 Feet 
Rs. 2 Crore 65 Lakh (Negotiable),Location: Duwakot Kmc Chowk ,Land Area: 0-4-1-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 2 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: North/East Faced ,16 Feet 
Rs. 2 Crore 80 Lakh (Negotiable),Location: Budhanilkantha Jyotinagar ,Land Area: 3.5 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East faced ,13 Feet 
Rs. 2 Crore 80 Lakh (Negotiable),Location: Budhanilkantha Jyotinagar ,Land Area: 3.5 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East faced ,13 Feet 
Rs. 2 Crore 90 Lakh (Negotiable),Location: Goldhunga ,Land Area: 0-4-3-0 ,Floors: 3 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: West Feced ,26 Feet 
Rs. 2 Crore 90 Lakh (Negotiable),Location: Goldhunga ,Land Area: 0-4-3-0 ,Floors: 3 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: West Feced ,26 Feet 
Rs. 3 Crore 45 Lakh (Negotiable),Location: Imadol ,Land Area: 0-3-3-1 ,Floors: 3.5 ,Bedrooms: 4 ,Bathrooms: 5 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnishing ,Face Towards: East & South ,16 Feet 
Rs. 3 Crore 45 Lakh (Negotiable),Location: Imadol ,Land Area: 0-3-3-1 ,Floors: 3.5 ,Bedrooms: 4 ,Bathrooms: 5 ,Living rooms: 1 ,Kitchens: 1 ,Furnishing Type: Semi Furnishing ,Face Towards: East & South ,16 Feet 
Rs. 6 Crore 25 Lakh (Negotiable),Location: Tokha ,Land Area: 0-6-2-0 ,Floors: 3.5 ,Bedrooms: 7 ,Bathrooms: 5 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: West Feced ,13 Feet 
Rs. 6 Crore 25 Lakh (Negotiable),Location: Tokha ,Land Area: 0-6-2-0 ,Floors: 3.5 ,Bedrooms: 7 ,Bathrooms: 5 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: West Feced ,13 Feet 
Rs. 2 Crore 19 Lakh(fix price),Location: Imadol Bhandari gaau ,Land Area: 0-3-0-1 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: West Feced ,13 Feet 
Rs. 2 Crore 19 Lakh(fix price),Location: Imadol Bhandari gaau ,Land Area: 0-3-0-1 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: West Feced ,13 Feet 
Rs. 4 Crore 80 Lakh (Negotiable),Location: Koteshwor ,Land Area: 0-4-0-0 ,Floors: 3 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: East/North/South ,13/10/8 
Rs. 4 Crore 80 Lakh (Negotiable),Location: Koteshwor ,Land Area: 0-4-0-0 ,Floors: 3 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: East/North/South ,13/10/8 
Rs. 0 (Negotiable),Location: Ason Tyuda ,Land Area: 0-4-2-0 ,Floors: 7 ,Bedrooms: 12 ,Bathrooms: 6 ,Living rooms: 0 ,Kitchens: 1 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,12 Feet 
Rs. 0 (Negotiable),Location: Ason Tyuda ,Land Area: 0-4-2-0 ,Floors: 7 ,Bedrooms: 12 ,Bathrooms: 6 ,Living rooms: 0 ,Kitchens: 1 ,Furnishing Type: Semi Furnishing ,Face Towards: North Faced ,12 Feet 
Rs. 2 Crore 75 Lakh (Negotiable),Location: Balkot Adhikari Tol ,Land Area: 0-3-1-0 ,Floors: 3.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Fully Furnished ,Face Towards: South/East Faced ,13 Feet 
Rs. 2 Crore 75 Lakh (Negotiable),Location: Balkot Adhikari Tol ,Land Area: 0-3-1-0 ,Floors: 3.5 ,Bedrooms: 7 ,Bathrooms: 3 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Fully Furnished ,Face Towards: South/East Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Tarkeshwor Dhitalthok ,Land Area: 0-3-1-0 ,Floors: 3.5 ,Bedrooms: 6 ,Bathrooms: 6 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East/North Faced ,13 Feet 
Rs. मुल्य आपसी समझदारीमा (Negotiable),Location: Tarkeshwor Dhitalthok ,Land Area: 0-3-1-0 ,Floors: 3.5 ,Bedrooms: 6 ,Bathrooms: 6 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnished ,Face Towards: East/North Faced ,13 Feet 
Rs. 2 Crore 50 Lakh (Negotiable),Location: Aadeshwor Ichangu ,Land Area: 0-3-1-0 ,Floors: 3.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 50 Lakh (Negotiable),Location: Aadeshwor Ichangu ,Land Area: 0-3-1-0 ,Floors: 3.5 ,Bedrooms: 5 ,Bathrooms: 3 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,13 Feet 
Rs. 4 Crore 50 Lakh (Negotiable),Location: Banasthali Kharibot Chowk ,Land Area: 0-6-3-3 ,Floors: 4 ,Bedrooms: 7 ,Bathrooms: 7 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,10 Feet 
Rs. 4 Crore 50 Lakh (Negotiable),Location: Banasthali Kharibot Chowk ,Land Area: 0-6-3-3 ,Floors: 4 ,Bedrooms: 7 ,Bathrooms: 7 ,Living rooms: 3 ,Kitchens: 3 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,10 Feet 
Rs. 0 (Negotiable),Location: Balkot Chowk ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: West Feced ,13 Feet 
Rs. 0 (Negotiable),Location: Balkot Chowk ,Land Area: 0-3-2-0 ,Floors: 2.5 ,Bedrooms: 5 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: West Feced ,13 Feet 
Rs. 2 Crore 90 Lakh (Negotiable),Location: Ochu height Imadole ,Land Area: 0-3-1-3 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,13 Feet 
Rs. 2 Crore 90 Lakh (Negotiable),Location: Ochu height Imadole ,Land Area: 0-3-1-3 ,Floors: 2.5 ,Bedrooms: 7 ,Bathrooms: 4 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: East Faced ,13 Feet 
Rs. 4 Crore 60 Lakh (Negotiable),Location: Dhapasi Height ,Land Area: 0-5-0-0 ,Floors: 3.5 ,Bedrooms: 7 ,Bathrooms: 5 ,Living rooms: 3 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: South Faced ,22 Feet 
Rs. 4 Crore 60 Lakh (Negotiable),Location: Dhapasi Height ,Land Area: 0-5-0-0 ,Floors: 3.5 ,Bedrooms: 7 ,Bathrooms: 5 ,Living rooms: 3 ,Kitchens: 2 ,Furnishing Type: Not Furnishing ,Face Towards: South Faced ,22 Feet 
Rs. 0 (Negotiable),Location: Mahalaxmi Nagarpalika Tikathali Sidhartha Tole ,Land Area: 0-4-0-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: West Feced ,13 Feet 
Rs. 0 (Negotiable),Location: Mahalaxmi Nagarpalika Tikathali Sidhartha Tole ,Land Area: 0-4-0-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 4 ,Living rooms: 1 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: West Feced ,13 Feet 
Rs. 3 Crore 10 Lakh (Negotiable),Location: Mahalaxmi Yekata Basti ,Land Area: 0-5-0-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 5 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,14 Feet 
Rs. 3 Crore 10 Lakh (Negotiable),Location: Mahalaxmi Yekata Basti ,Land Area: 0-5-0-0 ,Floors: 2.5 ,Bedrooms: 6 ,Bathrooms: 5 ,Living rooms: 2 ,Kitchens: 2 ,Furnishing Type: Semi Furnishing ,Face Towards: South Faced ,14 Feet 
