price,location,land_area,no_of_flat,no_of_bedroom,no_of_bathroom,no_of_livingroom,no_of_kitchen,furnishing,facing,road_size
38500000.0, Pepsicola ,1197.87, 4 , 7 , 6 , 2 , 2 , Semi Furnished ,['east/south'],['20']
56000000.0, Sankhamul Shree Nagar Marga ,1796.81, 2.5 , 7 , 3 , 1 , 2 , Semi Furnished ,"['east,south']",['20']
56000000.0, Sankhamul Shree Nagar Marga ,1796.81, 2.5 , 7 , 3 , 1 , 2 , Semi Furnished ,"['east,south']",['20']
75000000.0, B&B Buddha Colony ,2374.35, 3 , 7 , 3 , 2 , 1 , Fully Furnished ,['east/west'],['13']
75000000.0, B&B Buddha Colony ,2374.35, 3 , 7 , 3 , 2 , 1 , Fully Furnished ,['east/west'],['13']
42500000.0, Harisiddhi ,1711.25, 2.5 , 6 , 5 , 2 , 1 , Fully Furnished ,"['east/west', '&', 'south']",['22']
42500000.0, Harisiddhi ,1711.25, 2.5 , 6 , 5 , 2 , 1 , Fully Furnished ,"['east/west', '&', 'south']",['22']
36000000.0, Tarkeshwor Lolang ,2053.5, 2.5 , 6 , 5 , 1 , 3 , Semi Furnished ,['east'],['16']
36000000.0, Tarkeshwor Lolang ,2053.5, 2.5 , 6 , 5 , 1 , 3 , Semi Furnished ,['east'],['16']
"['14', 'crore', '60']", Kathmandu Madhya Baneshwor ,4962.62, 3 , 11 , 6 , 1 , 3 , Semi Furnished ,['east'],['8']
"['14', 'crore', '60']", Kathmandu Madhya Baneshwor ,4962.62, 3 , 11 , 6 , 1 , 3 , Semi Furnished ,['east'],['8']
20000000.0, Jhaukhel ,1026.75, 3.5 , 6 , 5 , 3 , 3 , Semi Furnishing ,['east'],['13']
20000000.0, Jhaukhel ,1026.75, 3.5 , 6 , 5 , 3 , 3 , Semi Furnishing ,['east'],['13']
47500000.0, Sidhartha Tole ,1711.25, 2.5 , 5 , 3 , 2 , 2 , Semi Furnishing ,['south/west'],['13']
47500000.0, Sidhartha Tole ,1711.25, 2.5 , 5 , 3 , 2 , 2 , Semi Furnishing ,['south/west'],['13']
0.0, Kadaghari Thapa Gaun ,2395.75, 2.5 , 6 , 4 , 2 , 2 , Semi Furnishing ,['east'],['13']
0.0, Kadaghari Thapa Gaun ,2395.75, 2.5 , 6 , 4 , 2 , 2 , Semi Furnishing ,['east'],['13']
26500000.0, Tikathali Pabanhight ,1197.87, 2.5 , 12 , 5 , 3 , 3 , Semi Furnishing ,['east'],['20']
